acousticness,analysis_url,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,song_title,artist_name
0.114,https://api.spotify.com/v1/audio-analysis/2xbI8Vmyv3TkpTdywpPyNw,0.638,245604,0.6,0,1,0.187,-5.84,0,0.0438,101.981,4,0.04,Selfish,Future Featuring Rihanna
0.445,https://api.spotify.com/v1/audio-analysis/5HJId22hZ2IvFnvNSy6ZbE,0.661,180360,0.785,0.000266,4,0.0854,-5.623,1,0.0369,91.975,4,0.365,Different For Girls,Dierks Bentley Featuring Elle King
0.014,https://api.spotify.com/v1/audio-analysis/36YCdzT57us0LhDmCYtrNE,0.735,232880,0.886,0,9,0.0788,-5.572,0,0.216,113.002,4,0.747,Rockin',The Weeknd
0.231,https://api.spotify.com/v1/audio-analysis/0qYTZCo5Bwh1nsUFGZP3zn,0.755,229849,0.789,0,5,0.351,-4.502,1,0.146,93.973,4,0.734,Felices Los 4,Maluma
0.00257,https://api.spotify.com/v1/audio-analysis/77lGafvlU68CeHgB2pkHC9,0.537,199973,0.779,0.000129,7,0.209,-6.638,0,0.2,169.909,4,0.226,At My Best,Machine Gun Kelly Featuring Hailee Steinfeld
0.0609,https://api.spotify.com/v1/audio-analysis/7lidCG4c4lX6hIRXt0MKVA,0.647,201255,0.59,0,6,0.381,-9.931,1,0.247,92.275,4,0.43,Blessed Up,Meek Mill
0.463,https://api.spotify.com/v1/audio-analysis/7mldq42yDuxiUNn08nvzHO,0.731,165387,0.469,0.00000104,5,0.103,-7.226,1,0.0326,98.963,4,0.618,Body Like A Back Road,Sam Hunt
0.437,https://api.spotify.com/v1/audio-analysis/7dZ1Odmx9jWIweQSatnRqo,0.665,205280,0.424,0,0,0.107,-7.838,1,0.0444,129.911,4,0.14,Million Reasons,Lady Gaga
0.44,https://api.spotify.com/v1/audio-analysis/3dhjNA0jGA8vHBQ1VdD6vV,0.767,269187,0.819,0,0,0.0863,-5.945,0,0.127,92.99,4,0.587,I Feel It Coming,The Weeknd Featuring Daft Punk
0.114,https://api.spotify.com/v1/audio-analysis/2xbI8Vmyv3TkpTdywpPyNw,0.638,245604,0.6,0,1,0.187,-5.84,0,0.0438,101.981,4,0.04,Selfish,PnB Rock
0.0475,https://api.spotify.com/v1/audio-analysis/27BgDmciSjoxTG0almHTpZ,0.71,223293,0.805,0,7,0.16,-5.045,0,0.0546,116.985,4,0.721,Love To Lay,The Weeknd
0.329,https://api.spotify.com/v1/audio-analysis/3m62bJJXGyQKdR9XyRocnl,0.46,238960,0.832,0,8,0.127,-2.628,1,0.232,86.35,4,0.341,"Two Birds, One Stone",Drake
0.0243,https://api.spotify.com/v1/audio-analysis/15vzANxN8G9wWfwAJLLMCg,0.646,221520,0.644,0,2,0.0888,-6.763,1,0.031,99.999,4,0.26,Paris,The Chainsmokers
0.618,https://api.spotify.com/v1/audio-analysis/4XRN7DZfObw63c9LbsUC3I,0.62,100125,0.442,0.0000034,7,0.338,-14.02,1,0.0913,138.639,4,0.582,Marcy Me,JAY-Z
0.334,https://api.spotify.com/v1/audio-analysis/1SJtlNRJDeYHioymcvsqev,0.334,216391,0.617,0,6,0.163,-5.834,0,0.383,85.227,4,0.63,Crying In The Club,Camila Cabello
0.00898,https://api.spotify.com/v1/audio-analysis/7zVCrzzEJU7u24sbJPXA5W,0.612,188253,0.799,0,10,0.172,-4.603,1,0.0275,125.976,4,0.675,What Ifs,Kane Brown Featuring Lauren Alaina
0.0102,https://api.spotify.com/v1/audio-analysis/3rOSwuTsUlJp0Pu0MkN8r8,0.833,204600,0.434,0.0219,2,0.165,-8.795,1,0.431,150.062,4,0.286,Mask Off,Future
0.111,https://api.spotify.com/v1/audio-analysis/0q75NwOoFiARAVp4EXU4Bs,0.795,275080,0.594,0,0,0.162,-6.2,1,0.0747,135.002,4,0.404,Love,Lana Del Rey
0.153,https://api.spotify.com/v1/audio-analysis/5kyd6oKvKmj6mWCaAaHoN4,0.741,220964,0.58,0,0,0.109,-7.741,1,0.378,97.092,4,0.428,Privacy,Chris Brown
0.0646,https://api.spotify.com/v1/audio-analysis/76Y0gxtTxN0FyDCYh5qYQj,0.95,257546,0.743,0.0000119,10,0.103,-5.861,0,0.238,136.98,4,0.63,Get Right Witcha,Migos
0.00681,https://api.spotify.com/v1/audio-analysis/5jJnlACnwFvyqNXmUZu8Nd,0.643,224272,0.732,0.0000457,5,0.0606,-6.762,0,0.0294,102.979,4,0.182,False Alarm,The Weeknd
0.782,https://api.spotify.com/v1/audio-analysis/5TXDeTFVRVY7Cvt0Dw4vWW,0.746,120027,0.251,0.00203,11,0.106,-16.169,0,0.259,139.999,4,0.18,Revenge,XXXTentacion
0.355,https://api.spotify.com/v1/audio-analysis/51ChrwmUPDJvedPQnIU8Ls,0.761,238440,0.386,0,4,0.0953,-6.158,1,0.0399,134.943,3,0.526,Dive,Ed Sheeran
0.0754,https://api.spotify.com/v1/audio-analysis/7bJ4mu7MHa3rHiNyKjOoSl,0.813,250770,0.558,0,9,0.385,-7.559,1,0.337,124.949,4,0.602,Ice Melts,Drake Featuring Young Thug
0.0323,https://api.spotify.com/v1/audio-analysis/0CokSRCu5hZgPxcZBaEzVE,0.731,220454,0.794,0.0000259,0,0.112,-5.126,0,0.0522,139.994,4,0.356,Glorious,Macklemore Featuring Skylar Grey
0.00505,https://api.spotify.com/v1/audio-analysis/21QaCM5SdwjGbAimqJUnmC,0.73,237147,0.473,0,1,0.0932,-8.165,1,0.062,122.003,4,0.252,B.E.D.,Jacquees
0.0872,https://api.spotify.com/v1/audio-analysis/3CBjt0dsLlaz9h2OodDYAW,0.477,252307,0.647,0,3,0.119,-4.657,0,0.343,109.879,4,0.562,Wishing,"DJ Drama Featuring Chris Brown, Skeme & Lyquin"
0.0133,https://api.spotify.com/v1/audio-analysis/27vTihlWXiz9f9lJM3XGVU,0.726,188174,0.429,0,0,0.0574,-6.623,1,0.0519,85.899,4,0.874,Slow Hands,Niall Horan
0.695,https://api.spotify.com/v1/audio-analysis/5uCax9HTNlzGybIStD3vDh,0.358,211467,0.557,0,10,0.0902,-7.398,1,0.059,85.043,4,0.475,Say You Won't Let Go,James Arthur
0.188,https://api.spotify.com/v1/audio-analysis/1tlBuoIRrtqFs9bE9dmli5,0.831,246173,0.573,0.000883,4,0.109,-6.408,0,0.221,100.015,4,0.244,Extra Luv,Future Featuring YG
0.000725,https://api.spotify.com/v1/audio-analysis/2nYwV62UABTH0NanrwVIdQ,0.897,204787,0.448,0.0000117,1,0.365,-8.874,1,0.0766,145.971,4,0.305,Perplexing Pegasus,Rae Sremmurd
0.235,https://api.spotify.com/v1/audio-analysis/3ibKnFDaa3GhpPGlOUj7ff,0.656,256733,0.578,0,7,0.118,-8.97,0,0.0922,94.514,4,0.572,Let Me Love You,DJ Snake Featuring Justin Bieber
0.145,https://api.spotify.com/v1/audio-analysis/4PxDHEEyHgYC6NUgqMtDFy,0.71,214760,0.511,0,6,0.131,-6.442,1,0.0424,86.995,4,0.188,Bom Bidi Bom,Nick Jonas & Nicki Minaj
0.617,https://api.spotify.com/v1/audio-analysis/2eAZfqOm4EnOF9VvN50Tyc,0.703,221747,0.757,0,1,0.106,-3.612,1,0.05,82.008,4,0.696,Two,Lil Uzi Vert
0.119,https://api.spotify.com/v1/audio-analysis/4YkwUfWSIxdKNLDXw0caFO,0.82,292910,0.696,0,7,0.231,-4.918,0,0.182,144.981,4,0.622,Pills And Automobiles,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black"
0.221,https://api.spotify.com/v1/audio-analysis/4Ro98RCK90oHqqSZUnTFq5,0.87,204502,0.488,0,6,0.0767,-5.586,1,0.0537,106.008,4,0.526,Down,Marian Hill
0.141,https://api.spotify.com/v1/audio-analysis/0EGuSSpuu9wmHCtvb4PdLO,0.657,202221,0.739,0,2,0.178,-4.081,1,0.274,181.994,4,0.551,"Sit Still, Look Pretty",Daya
0.294,https://api.spotify.com/v1/audio-analysis/1tp1xMJ1uaOktksskS0Fzs,0.76,161990,0.476,0,8,0.1,-8.103,1,0.241,147.01,4,0.354,Curve,Gucci Mane Featuring The Weeknd
0.0848,https://api.spotify.com/v1/audio-analysis/2aksifNn5ph8igDOkPBA02,0.506,224000,0.641,0.00000809,4,0.073,-4.815,0,0.0456,171.957,3,0.385,Love On The Brain,Rihanna
0.1,https://api.spotify.com/v1/audio-analysis/2Ch7LmS7r2Gy2kc64wv3Bz,0.585,260253,0.513,0,1,0.147,-7.126,0,0.07,133.387,4,0.532,Die For You,The Weeknd
0.00274,https://api.spotify.com/v1/audio-analysis/6tF92PMv01Ug9Dh8Rmy6nH,0.756,209333,0.682,0.00000885,9,0.147,-6.577,0,0.0753,116.008,4,0.589,New Rules,Dua Lipa
0.592,https://api.spotify.com/v1/audio-analysis/2BrzlUj1u1CtvaJDGIKpsP,0.588,242081,0.471,0.00146,0,0.0733,-7.287,1,0.0577,152.881,4,0.209,Make Me (Cry),Noah Cyrus Featuring Labrinth
0.0113,https://api.spotify.com/v1/audio-analysis/60a0Rd6pjrkxjPbaKzXjfq,0.553,219000,0.9,0,3,0.322,-4.556,0,0.0584,105.213,4,0.397,In The End,Linkin Park
0.0631,https://api.spotify.com/v1/audio-analysis/7gcMKL3lnDxsp4bIXyv6Zk,0.892,234320,0.627,0,1,0.0645,-4.215,1,0.343,87.995,4,0.875,Shaky Shaky,Daddy Yankee
0.0111,https://api.spotify.com/v1/audio-analysis/5f5r2N4Lp9WoULWPH9zp2W,0.636,228438,0.568,0,1,0.117,-8.441,1,0.419,82.495,4,0.425,Can't Have Everything,Drake
0.0184,https://api.spotify.com/v1/audio-analysis/2of5xn0GU0TdFneR1saRLH,0.461,193902,0.812,0.000375,10,0.21,-5.776,0,0.241,159.869,4,0.716,To The Max,DJ Khaled Featuring Drake
0.215,https://api.spotify.com/v1/audio-analysis/6mapJIPnQ23RTAevUoE0DL,0.678,208120,0.317,0.0000431,8,0.101,-9.427,1,0.0583,140.009,4,0.157,Swang,Rae Sremmurd
0.239,https://api.spotify.com/v1/audio-analysis/1CGP5ioAXECjvTJdMTvX0O,0.472,250467,0.695,0,10,0.0942,-5.008,0,0.443,73.031,3,0.348,Heavy Heart,Meek Mill
0.234,https://api.spotify.com/v1/audio-analysis/2KvHC9z14GSl4YpkNMX384,0.787,283551,0.69,0,7,0.112,-6.206,0,0.404,171.029,4,0.455,Do Not Disturb,Drake
0.0231,https://api.spotify.com/v1/audio-analysis/77hjM9bMmgfTGJXv14UFmi,0.392,243253,0.825,0.00000225,0,0.0972,-2.068,0,0.0535,98.959,4,0.46,Play That Song,Train
0.0158,https://api.spotify.com/v1/audio-analysis/5sjIhQzNljMVrDklI91ezp,0.552,189467,0.893,0,0,0.105,-4.593,1,0.0383,163.948,4,0.767,A Guy With A Girl,Blake Shelton
0.168,https://api.spotify.com/v1/audio-analysis/7MXVkk9YMctZqd1Srtv4MB,0.675,230453,0.595,0.00000336,7,0.136,-7.033,1,0.284,185.998,4,0.49,Starboy,The Weeknd Featuring Daft Punk
0.0556,https://api.spotify.com/v1/audio-analysis/1KhljCoJ2TgDEldnnfTHHc,0.762,221178,0.576,0,1,0.0866,-4.951,0,0.0829,142.096,4,0.316,Party,Chris Brown Featuring Usher & Gucci Mane
0.128,https://api.spotify.com/v1/audio-analysis/4PzovBqgnSHKd8opsP7IVM,0.758,197171,0.646,0,7,0.0778,-4.701,1,0.112,155.955,4,0.569,Everyday We Lit,YFN Lucci Featuring PnB Rock
0.358,https://api.spotify.com/v1/audio-analysis/0utlOiJy2weVl9WTkcEWHy,0.894,216520,0.284,0.000487,11,0.11,-13.002,0,0.33,138.944,4,0.413,Neighbors,J. Cole
0.0117,https://api.spotify.com/v1/audio-analysis/2dfqS3MRtbLZSZA1IL8xY5,0.801,143214,0.813,0.00000379,7,0.157,-6.404,1,0.23,129.962,4,0.388,Skepta Interlude,Drake
0.0356,https://api.spotify.com/v1/audio-analysis/6pyshZbArprWRBXLbYVPO9,0.505,197830,0.903,0,1,0.127,-3.699,1,0.037,88.986,4,0.491,I Know Somebody,LOCASH
0.014,https://api.spotify.com/v1/audio-analysis/5jROdl6MhcmP3O7h2sVgtw,0.639,253200,0.749,0.0000352,6,0.154,-7.327,1,0.0297,113.033,4,0.631,Parachute,Chris Stapleton
0.0995,https://api.spotify.com/v1/audio-analysis/0H8XeaJunhvpBdBFIYi6Sh,0.613,234213,0.702,0,7,0.116,-6.498,1,0.0458,133.932,4,0.374,Deja Vu,J. Cole
0.295,https://api.spotify.com/v1/audio-analysis/0OlS52TmtK2gPaEtdmr7DN,0.65,176893,0.782,0,8,0.107,-4.295,1,0.0721,171.988,4,0.939,No Such Thing As A Broken Heart,Old Dominion
0.000198,https://api.spotify.com/v1/audio-analysis/2l57cfmCnOkwNX1tky02n1,0.529,238880,0.922,0,3,0.26,-3.84,1,0.0459,109.847,4,0.633,Move,Luke Bryan
0.00916,https://api.spotify.com/v1/audio-analysis/66pxmg3Jhjm09tHoWR1wVR,0.612,212893,0.848,0,6,0.366,-3.736,1,0.0368,120.996,4,0.72,All The Pretty Girls,Kenny Chesney
0.248,https://api.spotify.com/v1/audio-analysis/5yuShbu70mtHXY0yLzCQLQ,0.662,179613,0.496,0,5,0.0769,-8.267,1,0.109,81.951,4,0.128,Go Flex,Post Malone
0.214,https://api.spotify.com/v1/audio-analysis/09iyGiljLWRYXdRazFkdtJ,0.638,196422,0.634,0,6,0.0866,-6.474,1,0.0468,92.097,4,0.445,I Could Use A Love Song,Maren Morris
0.0199,https://api.spotify.com/v1/audio-analysis/2Xqd0wUttjueBfdcltADOv,0.837,211006,0.791,0,1,0.0836,-3.824,1,0.251,176.003,4,0.379,No Limit,Usher Featuring Young Thug
0.0583,https://api.spotify.com/v1/audio-analysis/5lNuqFVMca4vPupY10cH0J,0.736,223387,0.613,0,10,0.11,-6.985,1,0.175,112.951,4,0.568,No Promises,Cheat Codes Featuring Demi Lovato
0.293,https://api.spotify.com/v1/audio-analysis/2vaMWMPMgsWX4fwJiKmdWm,0.717,174012,0.753,0,7,0.158,-4.609,0,0.311,169.857,4,0.631,Undefeated,A Boogie Wit da Hoodie Featuring 21 Savage
0.12,https://api.spotify.com/v1/audio-analysis/0Xm8tw6qikotb8FAOZ2ks7,0.688,213695,0.687,0,8,0.0792,-5.332,0,0.0356,122.043,4,0.28,Guys My Age,Hey Violet
0.357,https://api.spotify.com/v1/audio-analysis/7JJmb5XwzOO8jgpou264Ml,0.858,199440,0.799,0,2,0.091,-4.034,1,0.0589,121.991,4,0.965,There's Nothing Holdin' Me Back,Shawn Mendes
0.0343,https://api.spotify.com/v1/audio-analysis/6UjfByV1lDLW0SOVQA4NAi,0.872,189230,0.389,0.000679,1,0.0941,-8.343,1,0.0634,131.012,4,0.15,Gyalchester,Drake
0.299,https://api.spotify.com/v1/audio-analysis/1oGdVdYjeQvojGKDddxLQQ,0.68,206013,0.429,0,1,0.195,-8.297,1,0.218,76.806,4,0.61,True Colors,The Weeknd
0.968,https://api.spotify.com/v1/audio-analysis/0QZ5yyl6B6utIWkxeBDxQN,0.441,208227,0.379,0.262,2,0.639,-9.545,1,0.0449,174.118,3,0.107,The Night We Met,Lord Huron
0.13,https://api.spotify.com/v1/audio-analysis/6fujklziTHa8uoM5OQSfIo,0.794,291893,0.646,0,0,0.14,-6.235,1,0.0614,145.931,4,0.331,Black Beatles,Rae Sremmurd Featuring Gucci Mane
0.0617,https://api.spotify.com/v1/audio-analysis/0w3Q14i073jLoew1hgJkwD,0.594,205200,0.824,0,9,0.0861,-4.252,1,0.0458,116.005,4,0.666,The Dance,Lauren Duski
0.48,https://api.spotify.com/v1/audio-analysis/79NlESqzFSW0hdBWgls4FX,0.565,230269,0.381,0,10,0.109,-7.204,1,0.0302,73.483,4,0.318,Praying,Kesha
0.0188,https://api.spotify.com/v1/audio-analysis/7kJlTKjNZVT26iwiDUVhRm,0.654,178583,0.796,0,2,0.0948,-4.761,0,0.122,108.854,4,0.505,Blow Your Mind (Mwah),Dua Lipa
0.333,https://api.spotify.com/v1/audio-analysis/4VFE6ZNqa8jHAmbYICoAFg,0.439,183413,0.802,0,7,0.377,-3.644,1,0.054,168.032,4,0.688,Me And Your Mama,Childish Gambino
0.069,https://api.spotify.com/v1/audio-analysis/2ANLarE8yHVsLWW21nj79M,0.843,163944,0.359,0,0,0.12,-7.417,1,0.461,81.987,4,0.156,You Was Right,Lil Uzi Vert
0.0164,https://api.spotify.com/v1/audio-analysis/4ipnJyDU3Lq15qBAYNqlqK,0.535,189440,0.678,0.0000131,11,0.128,-4.906,0,0.0998,102.681,4,0.279,Mi Gente,J Balvin & Willy William Featuring Beyonce
0.0808,https://api.spotify.com/v1/audio-analysis/34oB5r0lcN3fYWCs2uA1k5,0.695,211364,0.497,0,8,0.0852,-4.884,1,0.0362,99.972,4,0.538,The Cure,Lady Gaga
0.21,https://api.spotify.com/v1/audio-analysis/2VjtYe7gpfUi2OkGxR2O2z,0.767,211859,0.671,0.0000112,9,0.129,-6.416,0,0.142,128.072,4,0.474,Look What You Made Me Do,Taylor Swift
0.109,https://api.spotify.com/v1/audio-analysis/23L5CiUhw2jV1OIMwthR3S,0.501,195707,0.519,0,4,0.454,-5.88,0,0.0409,133.99,4,0.157,In The Name Of Love,Martin Garrix & Bebe Rexha
0.196,https://api.spotify.com/v1/audio-analysis/0kN8xEmgMW9mh7UmDYHlJP,0.578,261240,0.574,0,2,0.083,-6.209,1,0.0454,174.152,4,0.301,Versace On The Floor,Bruno Mars
0.158,https://api.spotify.com/v1/audio-analysis/2eniWYYid1tEDZZEai3xZr,0.548,248469,0.693,0,4,0.168,-6.458,0,0.0825,133.919,4,0.163,Jerika,Jake Paul & Erika Costell Featuring Uncle Kade
0.127,https://api.spotify.com/v1/audio-analysis/45iMRHmfLZu3yjdZ8P5e3t,0.672,202194,0.642,0,5,0.137,-4.552,1,0.0461,123.984,4,0.659,Weak,AJR
0.0459,https://api.spotify.com/v1/audio-analysis/5O8x1YlmLQopQHErxtDfi9,0.778,190355,0.707,0,4,0.111,-3.606,0,0.0746,126.684,4,0.458,UnFazed,Lil Uzi Vert Featuring The Weeknd
0.208,https://api.spotify.com/v1/audio-analysis/4n0xztUAbHPUV8G3NQvF30,0.501,192000,0.836,0,11,0.152,-3.587,0,0.0491,159.863,4,0.627,How Not To,Dan + Shay
0.0533,https://api.spotify.com/v1/audio-analysis/1jYiIOC5d6soxkJP81fxq2,0.599,288877,0.667,0,7,0.134,-4.267,1,0.0367,80.984,4,0.811,The One,The Chainsmokers
0.0463,https://api.spotify.com/v1/audio-analysis/0xl1w2q4VLojeXp4JfazPL,0.903,307593,0.432,0,8,0.111,-11.885,1,0.426,139.028,4,0.557,Sacrifices,Drake Featuring 2 Chainz & Young Thug
0.111,https://api.spotify.com/v1/audio-analysis/0q75NwOoFiARAVp4EXU4Bs,0.795,275080,0.594,0,0,0.162,-6.2,1,0.0747,135.002,4,0.404,Love Galore,SZA Featuring Travis Scott
0.0576,https://api.spotify.com/v1/audio-analysis/4Q3N4Ct4zCuIHuZ65E3BD4,0.497,268187,0.489,0.0000991,11,0.122,-7.724,0,0.294,171.853,4,0.231,Tunnel Vision,Kodak Black
0.387,https://api.spotify.com/v1/audio-analysis/2H881m3JRA8lpuuwaQL6zy,0.614,169853,0.682,0,11,0.134,-4.117,0,0.102,100.202,4,0.559,No Fear,DeJ Loaf
0.0245,https://api.spotify.com/v1/audio-analysis/2syQ0f4SAQdzvlAewPl1DJ,0.714,204583,0.924,0.0000175,1,0.0532,-3.662,1,0.0515,107.968,4,0.52,Get Low,Zedd & Liam Payne
0.501,https://api.spotify.com/v1/audio-analysis/1zayuwd1YLZsYDArkruHdL,0.672,288555,0.434,0.000125,9,0.272,-15.218,0,0.765,129.209,4,0.559,The Heart Part 4,Kendrick Lamar
0.0244,https://api.spotify.com/v1/audio-analysis/15Uxmx6D6hW0gY5kc7bpqU,0.887,155193,0.784,0,8,0.112,-5.598,1,0.199,98.984,4,0.406,Its Every Night Sis,RiceGum Featuring Alissa Violet
0.157,https://api.spotify.com/v1/audio-analysis/1i1fxkWeaMmKEB4T7zqbzK,0.532,208373,0.869,0.00508,11,0.136,-5.094,1,0.172,159.803,4,0.419,Don't Let Me Down,The Chainsmokers Featuring Daya
0.101,https://api.spotify.com/v1/audio-analysis/1j4kHkkpqZRBwE0A4CN4Yv,0.258,239000,0.437,0.00000127,11,0.106,-6.593,0,0.039,180.043,4,0.0967,Dusk Till Dawn,Zayn Featuring Sia
0.767,https://api.spotify.com/v1/audio-analysis/2rJFFUEl1LURkV0b0OARXx,0.319,166307,0.162,0.00000683,5,0.153,-14.505,0,0.0334,63.89,4,0.202,Beauty And The Beast,Ariana Grande & John Legend
0.446,https://api.spotify.com/v1/audio-analysis/2Za1AlJNvksouPPWbXpR2X,0.712,240507,0.51,0.0000246,8,0.112,-8.162,1,0.0633,122.964,4,0.268,Good Old Days,Macklemore Featuring Kesha
0.0143,https://api.spotify.com/v1/audio-analysis/2bjwRfXMk4uRgOD9IBYl9h,0.924,236615,0.444,0,1,0.26,-8.227,1,0.243,136.088,4,0.323,Portland,Drake Featuring Quavo & Travis Scott
0.11,https://api.spotify.com/v1/audio-analysis/6n3HGiq4v35D6eFOSwqYuo,0.768,219692,0.282,0.0208,8,0.113,-10.348,0,0.0863,97.043,4,0.175,Teenage Fever,Drake
0.0935,https://api.spotify.com/v1/audio-analysis/33z5crv3IO5U2BOi8xod92,0.814,200774,0.635,0,7,0.0892,-6.609,0,0.0809,87.581,4,0.776,Something New,Wiz Khalifa Featuring Ty Dolla $ign
0.608,https://api.spotify.com/v1/audio-analysis/1MksGqIztTT6M9R1ErKVs8,0.58,325840,0.768,0.00000105,11,0.342,-5.482,1,0.386,124.719,5,0.351,No Favors,Big Sean Featuring Eminem
0.032,https://api.spotify.com/v1/audio-analysis/5Gu0PDLN4YJeW75PpBSg9p,0.667,174800,0.726,0,8,0.0745,-4.172,1,0.054,103.001,4,0.77,Let Me Go,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt
0.00609,https://api.spotify.com/v1/audio-analysis/4qRaZYiaOsSvWC7VgcxrI0,0.636,193253,0.836,0.000157,8,0.0828,-3.004,1,0.0427,139.956,4,0.723,HandClap,Fitz And The Tantrums
0.0463,https://api.spotify.com/v1/audio-analysis/0xl1w2q4VLojeXp4JfazPL,0.903,307593,0.432,0,8,0.111,-11.885,1,0.426,139.028,4,0.557,Sacrifices,Big Sean Featuring Migos
0.612,https://api.spotify.com/v1/audio-analysis/0y1QJc3SJVPKJ1OvFmFqe6,0.59,219560,0.578,0.000162,10,0.0837,-5.798,0,0.0528,81.663,4,0.264,Way Down We Go,Kaleo
0.198,https://api.spotify.com/v1/audio-analysis/06FCvd7rrRcF3DdvWH5Isp,0.651,307880,0.562,0,3,0.108,-9.431,0,0.515,94.011,4,0.587,Lust.,Kendrick Lamar
0.181,https://api.spotify.com/v1/audio-analysis/4F7A0DXBrmUAkp32uenhZt,0.585,249213,0.612,0.0000103,1,0.293,-8.341,1,0.0806,77.487,4,0.173,Party Monster,The Weeknd
0.53,https://api.spotify.com/v1/audio-analysis/5k5fWendNngd89O8JKoE8L,0.756,176267,0.789,0.000711,2,0.157,-7.002,1,0.0324,127.987,4,0.873,I'm Better,Missy Elliott Featuring Lamb
0.661,https://api.spotify.com/v1/audio-analysis/6LIWwxXoHqm7AuOByjFyd2,0.476,231920,0.527,0,1,0.307,-6.406,1,0.0399,152.117,3,0.205,Speak To A Girl,Tim McGraw & Faith Hill
0.281,https://api.spotify.com/v1/audio-analysis/0VYhxVxH9ijmdHUKsON9Bk,0.747,191033,0.553,0,1,0.117,-7.294,1,0.117,141.888,4,0.267,Hold Up,Beyonce
0.00398,https://api.spotify.com/v1/audio-analysis/7iNIg7XDEaYECfWD5dJ9Va,0.744,189467,0.752,0,8,0.307,-5.316,1,0.0368,104.99,4,0.624,Friends,Justin Bieber + BloodPop
0.141,https://api.spotify.com/v1/audio-analysis/4iDtAYDLJWM2TrTERKPvFq,0.624,227957,0.728,0,0,0.106,-6.39,1,0.465,152.088,4,0.581,We Ball,Meek Mill Featuring Young Thug
0.176,https://api.spotify.com/v1/audio-analysis/5hTpBe8h35rJ67eAWHQsJx,0.941,209640,0.323,0,10,0.205,-10.307,1,0.506,120.036,4,0.663,Caroline,Amine
0.00142,https://api.spotify.com/v1/audio-analysis/4l62h4tiuUwn7eD6hxMlVQ,0.79,217678,0.714,0,1,0.111,-7.86,0,0.202,150.033,5,0.563,It's Everyday Bro,Jake Paul Featuring Team 10
0.0411,https://api.spotify.com/v1/audio-analysis/7iaw359G2XT14uTfV9feip,0.615,223147,0.648,0,5,0.277,-3.792,0,0.22,169.912,4,0.268,Lockjaw,French Montana Featuring Kodak Black
0.0026,https://api.spotify.com/v1/audio-analysis/0wH7iJqYQnmUU09YGcQPHo,0.552,226787,0.742,0.0000593,5,0.128,-6.935,0,0.0649,131.994,4,0.428,Not Afraid Anymore,Halsey
0.131,https://api.spotify.com/v1/audio-analysis/000xQL6tZNLJzIrtIgxqSl,0.748,188491,0.627,0,7,0.0852,-6.029,1,0.0644,120.963,4,0.513,Still Got Time,Zayn Featuring PARTYNEXTDOOR
0.0143,https://api.spotify.com/v1/audio-analysis/2jTujnt0y344ai1rNOywgr,0.872,162638,0.623,0.0214,1,0.125,-6.984,1,0.0446,119.983,4,0.0872,KMT,Drake Featuring Giggs
0.0681,https://api.spotify.com/v1/audio-analysis/1iTWoKAdilGEmit6xhQZje,0.953,247613,0.591,0,1,0.0842,-7.176,1,0.31,127.039,4,0.271,Peek A Boo,Lil Yachty Featuring Migos
0.0626,https://api.spotify.com/v1/audio-analysis/6CfrYuD3YRDYdYvH9jNtXY,0.919,149569,0.627,0,10,0.529,-6.764,0,0.234,97.076,4,0.531,No Long Talk,Drake Featuring Giggs
0.116,https://api.spotify.com/v1/audio-analysis/7f08qp3HROTkfrtNpiYGGo,0.685,201893,0.783,0,11,0.194,-4.152,1,0.0276,90.008,4,0.532,Dirt On My Boots,Jon Pardi
0.06,https://api.spotify.com/v1/audio-analysis/7y9iMe8SOB6z3NoHE2OfXl,0.675,181279,0.736,0,0,0.0879,-3.604,1,0.0302,118.369,4,0.584,Bad At Love,Halsey
0.431,https://api.spotify.com/v1/audio-analysis/30ChdprG0UQB9pEnBxpZ3s,0.632,140232,0.573,0.000521,5,0.139,-7.697,0,0.666,166.484,4,0.696,The Story Of O.J.,JAY-Z
0.097,https://api.spotify.com/v1/audio-analysis/2rizacJSyD9S1IQUxUxnsK,0.662,194080,0.586,0.00272,0,0.115,-8.821,1,0.0307,90,4,0.324,All We Know,The Chainsmokers Featuring Phoebe Ryan
0.103,https://api.spotify.com/v1/audio-analysis/4tCtwWceOPWzenK2HAIJSb,0.803,214480,0.585,0.00000394,8,0.0644,-5.861,1,0.0432,105.017,4,0.588,Work From Home,Fifth Harmony Featuring Ty Dolla $ign
0.00868,https://api.spotify.com/v1/audio-analysis/6s3GEN8wK0OMzzzZbXj0fu,0.565,212647,0.849,0.00000468,0,0.12,-3.516,0,0.0517,102.034,4,0.43,Hymn For The Weekend,Coldplay
0.0841,https://api.spotify.com/v1/audio-analysis/6i0V12jOa3mr6uu4WYhUBr,0.732,195920,0.396,0.0000358,4,0.105,-9.348,0,0.0286,90.024,4,0.547,Heathens,twenty one pilots
0.0245,https://api.spotify.com/v1/audio-analysis/2cnKEkpVUSV4wnjQiTWfH6,0.747,232787,0.864,0.0000446,8,0.0853,-3.181,0,0.0599,92.028,4,0.746,Escapate Conmigo,Wisin Featuring Ozuna
