,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,song_title,artist_name,PeakPos
0,0.0323,https://api.spotify.com/v1/audio-analysis/0CokSRCu5hZgPxcZBaEzVE,0.731,220454,0.794,0CokSRCu5hZgPxcZBaEzVE,2.59e-05,0,0.112,-5.126,0,0.0522,139.994,4,https://api.spotify.com/v1/tracks/0CokSRCu5hZgPxcZBaEzVE,audio_features,spotify:track:0CokSRCu5hZgPxcZBaEzVE,0.356,Glorious,Macklemore Featuring Skylar Grey,49
0,0.00505,https://api.spotify.com/v1/audio-analysis/21QaCM5SdwjGbAimqJUnmC,0.73,237147,0.473,21QaCM5SdwjGbAimqJUnmC,0,1,0.0932,-8.165,1,0.062,122.003,4,https://api.spotify.com/v1/tracks/21QaCM5SdwjGbAimqJUnmC,audio_features,spotify:track:21QaCM5SdwjGbAimqJUnmC,0.252,B.E.D.,Jacquees,69
0,0.0872,https://api.spotify.com/v1/audio-analysis/3CBjt0dsLlaz9h2OodDYAW,0.477,252307,0.647,3CBjt0dsLlaz9h2OodDYAW,0,3,0.119,-4.657,0,0.343,109.879,4,https://api.spotify.com/v1/tracks/3CBjt0dsLlaz9h2OodDYAW,audio_features,spotify:track:3CBjt0dsLlaz9h2OodDYAW,0.562,Wishing,"DJ Drama Featuring Chris Brown, Skeme & Lyquin",77
0,0.0133,https://api.spotify.com/v1/audio-analysis/27vTihlWXiz9f9lJM3XGVU,0.726,188174,0.429,27vTihlWXiz9f9lJM3XGVU,0,0,0.0574,-6.623,1,0.0519,85.899,4,https://api.spotify.com/v1/tracks/27vTihlWXiz9f9lJM3XGVU,audio_features,spotify:track:27vTihlWXiz9f9lJM3XGVU,0.874,Slow Hands,Niall Horan,11
0,0.695,https://api.spotify.com/v1/audio-analysis/5uCax9HTNlzGybIStD3vDh,0.358,211467,0.557,5uCax9HTNlzGybIStD3vDh,0,10,0.0902,-7.398,1,0.059,85.043,4,https://api.spotify.com/v1/tracks/5uCax9HTNlzGybIStD3vDh,audio_features,spotify:track:5uCax9HTNlzGybIStD3vDh,0.475,Say You Won't Let Go,James Arthur,11
0,0.188,https://api.spotify.com/v1/audio-analysis/1tlBuoIRrtqFs9bE9dmli5,0.831,246173,0.573,1tlBuoIRrtqFs9bE9dmli5,0.000883,4,0.109,-6.408,0,0.221,100.015,4,https://api.spotify.com/v1/tracks/1tlBuoIRrtqFs9bE9dmli5,audio_features,spotify:track:1tlBuoIRrtqFs9bE9dmli5,0.244,Extra Luv,Future Featuring YG,99
0,0.000725,https://api.spotify.com/v1/audio-analysis/2nYwV62UABTH0NanrwVIdQ,0.897,204787,0.448,2nYwV62UABTH0NanrwVIdQ,1.17e-05,1,0.365,-8.874,1,0.0766,145.971,4,https://api.spotify.com/v1/tracks/2nYwV62UABTH0NanrwVIdQ,audio_features,spotify:track:2nYwV62UABTH0NanrwVIdQ,0.305,Perplexing Pegasus,Rae Sremmurd,84
0,0.235,https://api.spotify.com/v1/audio-analysis/3ibKnFDaa3GhpPGlOUj7ff,0.656,256733,0.578,3ibKnFDaa3GhpPGlOUj7ff,0,7,0.118,-8.97,0,0.0922,94.514,4,https://api.spotify.com/v1/tracks/3ibKnFDaa3GhpPGlOUj7ff,audio_features,spotify:track:3ibKnFDaa3GhpPGlOUj7ff,0.572,Let Me Love You,DJ Snake Featuring Justin Bieber,4
0,0.145,https://api.spotify.com/v1/audio-analysis/4PxDHEEyHgYC6NUgqMtDFy,0.71,214760,0.511,4PxDHEEyHgYC6NUgqMtDFy,0,6,0.131,-6.442,1,0.0424,86.995,4,https://api.spotify.com/v1/tracks/4PxDHEEyHgYC6NUgqMtDFy,audio_features,spotify:track:4PxDHEEyHgYC6NUgqMtDFy,0.188,Bom Bidi Bom,Nick Jonas & Nicki Minaj,54
0,0.617,https://api.spotify.com/v1/audio-analysis/2eAZfqOm4EnOF9VvN50Tyc,0.703,221747,0.757,2eAZfqOm4EnOF9VvN50Tyc,0,1,0.106,-3.612,1,0.05,82.008,4,https://api.spotify.com/v1/tracks/2eAZfqOm4EnOF9VvN50Tyc,audio_features,spotify:track:2eAZfqOm4EnOF9VvN50Tyc,0.696,Two,Lil Uzi Vert,80
0,0.119,https://api.spotify.com/v1/audio-analysis/4YkwUfWSIxdKNLDXw0caFO,0.82,292910,0.696,4YkwUfWSIxdKNLDXw0caFO,0,7,0.231,-4.918,0,0.182,144.981,4,https://api.spotify.com/v1/tracks/4YkwUfWSIxdKNLDXw0caFO,audio_features,spotify:track:4YkwUfWSIxdKNLDXw0caFO,0.622,Pills And Automobiles,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",54
0,0.221,https://api.spotify.com/v1/audio-analysis/4Ro98RCK90oHqqSZUnTFq5,0.87,204502,0.488,4Ro98RCK90oHqqSZUnTFq5,0,6,0.0767,-5.586,1,0.0537,106.008,4,https://api.spotify.com/v1/tracks/4Ro98RCK90oHqqSZUnTFq5,audio_features,spotify:track:4Ro98RCK90oHqqSZUnTFq5,0.526,Down,Marian Hill,42
0,0.141,https://api.spotify.com/v1/audio-analysis/0EGuSSpuu9wmHCtvb4PdLO,0.657,202221,0.739,0EGuSSpuu9wmHCtvb4PdLO,0,2,0.178,-4.081,1,0.274,181.994,4,https://api.spotify.com/v1/tracks/0EGuSSpuu9wmHCtvb4PdLO,audio_features,spotify:track:0EGuSSpuu9wmHCtvb4PdLO,0.551,"Sit Still, Look Pretty",Daya,28
0,0.294,https://api.spotify.com/v1/audio-analysis/1tp1xMJ1uaOktksskS0Fzs,0.76,161990,0.476,1tp1xMJ1uaOktksskS0Fzs,0,8,0.1,-8.103,1,0.241,147.01,4,https://api.spotify.com/v1/tracks/1tp1xMJ1uaOktksskS0Fzs,audio_features,spotify:track:1tp1xMJ1uaOktksskS0Fzs,0.354,Curve,Gucci Mane Featuring The Weeknd,67
0,0.0848,https://api.spotify.com/v1/audio-analysis/2aksifNn5ph8igDOkPBA02,0.506,224000,0.641,2aksifNn5ph8igDOkPBA02,8.09e-06,4,0.073,-4.815,0,0.0456,171.957,3,https://api.spotify.com/v1/tracks/2aksifNn5ph8igDOkPBA02,audio_features,spotify:track:2aksifNn5ph8igDOkPBA02,0.385,Love On The Brain,Rihanna,5
0,0.1,https://api.spotify.com/v1/audio-analysis/2Ch7LmS7r2Gy2kc64wv3Bz,0.585,260253,0.513,2Ch7LmS7r2Gy2kc64wv3Bz,0,1,0.147,-7.126,0,0.07,133.387,4,https://api.spotify.com/v1/tracks/2Ch7LmS7r2Gy2kc64wv3Bz,audio_features,spotify:track:2Ch7LmS7r2Gy2kc64wv3Bz,0.532,Die For You,The Weeknd,43
0,0.00274,https://api.spotify.com/v1/audio-analysis/6tF92PMv01Ug9Dh8Rmy6nH,0.756,209333,0.682,6tF92PMv01Ug9Dh8Rmy6nH,8.85e-06,9,0.147,-6.577,0,0.0753,116.008,4,https://api.spotify.com/v1/tracks/6tF92PMv01Ug9Dh8Rmy6nH,audio_features,spotify:track:6tF92PMv01Ug9Dh8Rmy6nH,0.589,New Rules,Dua Lipa,34
0,0.592,https://api.spotify.com/v1/audio-analysis/2BrzlUj1u1CtvaJDGIKpsP,0.588,242081,0.471,2BrzlUj1u1CtvaJDGIKpsP,0.00146,0,0.0733,-7.287,1,0.0577,152.881,4,https://api.spotify.com/v1/tracks/2BrzlUj1u1CtvaJDGIKpsP,audio_features,spotify:track:2BrzlUj1u1CtvaJDGIKpsP,0.209,Make Me (Cry),Noah Cyrus Featuring Labrinth,46
0,0.0113,https://api.spotify.com/v1/audio-analysis/60a0Rd6pjrkxjPbaKzXjfq,0.553,219000,0.9,60a0Rd6pjrkxjPbaKzXjfq,0,3,0.322,-4.556,0,0.0584,105.213,4,https://api.spotify.com/v1/tracks/60a0Rd6pjrkxjPbaKzXjfq,audio_features,spotify:track:60a0Rd6pjrkxjPbaKzXjfq,0.397,In The End,Linkin Park,2
0,0.0631,https://api.spotify.com/v1/audio-analysis/7gcMKL3lnDxsp4bIXyv6Zk,0.892,234320,0.627,7gcMKL3lnDxsp4bIXyv6Zk,0,1,0.0645,-4.215,1,0.343,87.995,4,https://api.spotify.com/v1/tracks/7gcMKL3lnDxsp4bIXyv6Zk,audio_features,spotify:track:7gcMKL3lnDxsp4bIXyv6Zk,0.875,Shaky Shaky,Daddy Yankee,88
0,0.0111,https://api.spotify.com/v1/audio-analysis/5f5r2N4Lp9WoULWPH9zp2W,0.636,228438,0.568,5f5r2N4Lp9WoULWPH9zp2W,0,1,0.117,-8.441,1,0.419,82.495,4,https://api.spotify.com/v1/tracks/5f5r2N4Lp9WoULWPH9zp2W,audio_features,spotify:track:5f5r2N4Lp9WoULWPH9zp2W,0.425,Can't Have Everything,Drake,82
0,0.0184,https://api.spotify.com/v1/audio-analysis/2of5xn0GU0TdFneR1saRLH,0.461,193902,0.812,2of5xn0GU0TdFneR1saRLH,0.000375,10,0.21,-5.776,0,0.241,159.869,4,https://api.spotify.com/v1/tracks/2of5xn0GU0TdFneR1saRLH,audio_features,spotify:track:2of5xn0GU0TdFneR1saRLH,0.716,To The Max,DJ Khaled Featuring Drake,53
0,0.215,https://api.spotify.com/v1/audio-analysis/6mapJIPnQ23RTAevUoE0DL,0.678,208120,0.317,6mapJIPnQ23RTAevUoE0DL,4.31e-05,8,0.101,-9.427,1,0.0583,140.009,4,https://api.spotify.com/v1/tracks/6mapJIPnQ23RTAevUoE0DL,audio_features,spotify:track:6mapJIPnQ23RTAevUoE0DL,0.157,Swang,Rae Sremmurd,26
0,0.239,https://api.spotify.com/v1/audio-analysis/1CGP5ioAXECjvTJdMTvX0O,0.472,250467,0.695,1CGP5ioAXECjvTJdMTvX0O,0,10,0.0942,-5.008,0,0.443,73.031,3,https://api.spotify.com/v1/tracks/1CGP5ioAXECjvTJdMTvX0O,audio_features,spotify:track:1CGP5ioAXECjvTJdMTvX0O,0.348,Heavy Heart,Meek Mill,99
0,0.234,https://api.spotify.com/v1/audio-analysis/2KvHC9z14GSl4YpkNMX384,0.787,283551,0.69,2KvHC9z14GSl4YpkNMX384,0,7,0.112,-6.206,0,0.404,171.029,4,https://api.spotify.com/v1/tracks/2KvHC9z14GSl4YpkNMX384,audio_features,spotify:track:2KvHC9z14GSl4YpkNMX384,0.455,Do Not Disturb,Drake,60
0,0.0231,https://api.spotify.com/v1/audio-analysis/77hjM9bMmgfTGJXv14UFmi,0.392,243253,0.825,77hjM9bMmgfTGJXv14UFmi,2.25e-06,0,0.0972,-2.068,0,0.0535,98.959,4,https://api.spotify.com/v1/tracks/77hjM9bMmgfTGJXv14UFmi,audio_features,spotify:track:77hjM9bMmgfTGJXv14UFmi,0.46,Play That Song,Train,41
0,0.0158,https://api.spotify.com/v1/audio-analysis/5sjIhQzNljMVrDklI91ezp,0.552,189467,0.893,5sjIhQzNljMVrDklI91ezp,0,0,0.105,-4.593,1,0.0383,163.948,4,https://api.spotify.com/v1/tracks/5sjIhQzNljMVrDklI91ezp,audio_features,spotify:track:5sjIhQzNljMVrDklI91ezp,0.767,A Guy With A Girl,Blake Shelton,42
0,0.168,https://api.spotify.com/v1/audio-analysis/7MXVkk9YMctZqd1Srtv4MB,0.675,230453,0.595,7MXVkk9YMctZqd1Srtv4MB,3.36e-06,7,0.136,-7.033,1,0.284,185.998,4,https://api.spotify.com/v1/tracks/7MXVkk9YMctZqd1Srtv4MB,audio_features,spotify:track:7MXVkk9YMctZqd1Srtv4MB,0.49,Starboy,The Weeknd Featuring Daft Punk,1
0,0.0556,https://api.spotify.com/v1/audio-analysis/1KhljCoJ2TgDEldnnfTHHc,0.762,221178,0.576,1KhljCoJ2TgDEldnnfTHHc,0,1,0.0866,-4.951,0,0.0829,142.096,4,https://api.spotify.com/v1/tracks/1KhljCoJ2TgDEldnnfTHHc,audio_features,spotify:track:1KhljCoJ2TgDEldnnfTHHc,0.316,Party,Chris Brown Featuring Usher & Gucci Mane,40
0,0.128,https://api.spotify.com/v1/audio-analysis/4PzovBqgnSHKd8opsP7IVM,0.758,197171,0.646,4PzovBqgnSHKd8opsP7IVM,0,7,0.0778,-4.701,1,0.112,155.955,4,https://api.spotify.com/v1/tracks/4PzovBqgnSHKd8opsP7IVM,audio_features,spotify:track:4PzovBqgnSHKd8opsP7IVM,0.569,Everyday We Lit,YFN Lucci Featuring PnB Rock,33
0,0.358,https://api.spotify.com/v1/audio-analysis/0utlOiJy2weVl9WTkcEWHy,0.894,216520,0.284,0utlOiJy2weVl9WTkcEWHy,0.000487,11,0.11,-13.002,0,0.33,138.944,4,https://api.spotify.com/v1/tracks/0utlOiJy2weVl9WTkcEWHy,audio_features,spotify:track:0utlOiJy2weVl9WTkcEWHy,0.413,Neighbors,J. Cole,13
0,0.0117,https://api.spotify.com/v1/audio-analysis/2dfqS3MRtbLZSZA1IL8xY5,0.801,143214,0.813,2dfqS3MRtbLZSZA1IL8xY5,3.79e-06,7,0.157,-6.404,1,0.23,129.962,4,https://api.spotify.com/v1/tracks/2dfqS3MRtbLZSZA1IL8xY5,audio_features,spotify:track:2dfqS3MRtbLZSZA1IL8xY5,0.388,Skepta Interlude,Drake,76
0,0.0356,https://api.spotify.com/v1/audio-analysis/6pyshZbArprWRBXLbYVPO9,0.505,197830,0.903,6pyshZbArprWRBXLbYVPO9,0,1,0.127,-3.699,1,0.037,88.986,4,https://api.spotify.com/v1/tracks/6pyshZbArprWRBXLbYVPO9,audio_features,spotify:track:6pyshZbArprWRBXLbYVPO9,0.491,I Know Somebody,LOCASH,52
0,0.014,https://api.spotify.com/v1/audio-analysis/5jROdl6MhcmP3O7h2sVgtw,0.639,253200,0.749,5jROdl6MhcmP3O7h2sVgtw,3.52e-05,6,0.154,-7.327,1,0.0297,113.033,4,https://api.spotify.com/v1/tracks/5jROdl6MhcmP3O7h2sVgtw,audio_features,spotify:track:5jROdl6MhcmP3O7h2sVgtw,0.631,Parachute,Chris Stapleton,78
0,0.0995,https://api.spotify.com/v1/audio-analysis/0H8XeaJunhvpBdBFIYi6Sh,0.613,234213,0.702,0H8XeaJunhvpBdBFIYi6Sh,0,7,0.116,-6.498,1,0.0458,133.932,4,https://api.spotify.com/v1/tracks/0H8XeaJunhvpBdBFIYi6Sh,audio_features,spotify:track:0H8XeaJunhvpBdBFIYi6Sh,0.374,Deja Vu,J. Cole,75
0,0.295,https://api.spotify.com/v1/audio-analysis/0OlS52TmtK2gPaEtdmr7DN,0.65,176893,0.782,0OlS52TmtK2gPaEtdmr7DN,0,8,0.107,-4.295,1,0.0721,171.988,4,https://api.spotify.com/v1/tracks/0OlS52TmtK2gPaEtdmr7DN,audio_features,spotify:track:0OlS52TmtK2gPaEtdmr7DN,0.939,No Such Thing As A Broken Heart,Old Dominion,46
0,0.000198,https://api.spotify.com/v1/audio-analysis/2l57cfmCnOkwNX1tky02n1,0.529,238880,0.922,2l57cfmCnOkwNX1tky02n1,0,3,0.26,-3.84,1,0.0459,109.847,4,https://api.spotify.com/v1/tracks/2l57cfmCnOkwNX1tky02n1,audio_features,spotify:track:2l57cfmCnOkwNX1tky02n1,0.633,Move,Luke Bryan,50
0,0.00916,https://api.spotify.com/v1/audio-analysis/66pxmg3Jhjm09tHoWR1wVR,0.612,212893,0.848,66pxmg3Jhjm09tHoWR1wVR,0,6,0.366,-3.736,1,0.0368,120.996,4,https://api.spotify.com/v1/tracks/66pxmg3Jhjm09tHoWR1wVR,audio_features,spotify:track:66pxmg3Jhjm09tHoWR1wVR,0.72,All The Pretty Girls,Kenny Chesney,63
0,0.248,https://api.spotify.com/v1/audio-analysis/5yuShbu70mtHXY0yLzCQLQ,0.662,179613,0.496,5yuShbu70mtHXY0yLzCQLQ,0,5,0.0769,-8.267,1,0.109,81.951,4,https://api.spotify.com/v1/tracks/5yuShbu70mtHXY0yLzCQLQ,audio_features,spotify:track:5yuShbu70mtHXY0yLzCQLQ,0.128,Go Flex,Post Malone,76
0,0.214,https://api.spotify.com/v1/audio-analysis/09iyGiljLWRYXdRazFkdtJ,0.638,196422,0.634,09iyGiljLWRYXdRazFkdtJ,0,6,0.0866,-6.474,1,0.0468,92.097,4,https://api.spotify.com/v1/tracks/09iyGiljLWRYXdRazFkdtJ,audio_features,spotify:track:09iyGiljLWRYXdRazFkdtJ,0.445,I Could Use A Love Song,Maren Morris,83
0,0.0199,https://api.spotify.com/v1/audio-analysis/2Xqd0wUttjueBfdcltADOv,0.837,211006,0.791,2Xqd0wUttjueBfdcltADOv,0,1,0.0836,-3.824,1,0.251,176.003,4,https://api.spotify.com/v1/tracks/2Xqd0wUttjueBfdcltADOv,audio_features,spotify:track:2Xqd0wUttjueBfdcltADOv,0.379,No Limit,Usher Featuring Young Thug,32
0,0.0583,https://api.spotify.com/v1/audio-analysis/5lNuqFVMca4vPupY10cH0J,0.736,223387,0.613,5lNuqFVMca4vPupY10cH0J,0,10,0.11,-6.985,1,0.175,112.951,4,https://api.spotify.com/v1/tracks/5lNuqFVMca4vPupY10cH0J,audio_features,spotify:track:5lNuqFVMca4vPupY10cH0J,0.568,No Promises,Cheat Codes Featuring Demi Lovato,74
0,0.293,https://api.spotify.com/v1/audio-analysis/2vaMWMPMgsWX4fwJiKmdWm,0.717,174012,0.753,2vaMWMPMgsWX4fwJiKmdWm,0,7,0.158,-4.609,0,0.311,169.857,4,https://api.spotify.com/v1/tracks/2vaMWMPMgsWX4fwJiKmdWm,audio_features,spotify:track:2vaMWMPMgsWX4fwJiKmdWm,0.631,Undefeated,A Boogie Wit da Hoodie Featuring 21 Savage,84
0,0.12,https://api.spotify.com/v1/audio-analysis/0Xm8tw6qikotb8FAOZ2ks7,0.688,213695,0.687,0Xm8tw6qikotb8FAOZ2ks7,0,8,0.0792,-5.332,0,0.0356,122.043,4,https://api.spotify.com/v1/tracks/0Xm8tw6qikotb8FAOZ2ks7,audio_features,spotify:track:0Xm8tw6qikotb8FAOZ2ks7,0.28,Guys My Age,Hey Violet,68
0,0.357,https://api.spotify.com/v1/audio-analysis/7JJmb5XwzOO8jgpou264Ml,0.858,199440,0.799,7JJmb5XwzOO8jgpou264Ml,0,2,0.091,-4.034,1,0.0589,121.991,4,https://api.spotify.com/v1/tracks/7JJmb5XwzOO8jgpou264Ml,audio_features,spotify:track:7JJmb5XwzOO8jgpou264Ml,0.965,There's Nothing Holdin' Me Back,Shawn Mendes,6
0,0.0343,https://api.spotify.com/v1/audio-analysis/6UjfByV1lDLW0SOVQA4NAi,0.872,189230,0.389,6UjfByV1lDLW0SOVQA4NAi,0.000679,1,0.0941,-8.343,1,0.0634,131.012,4,https://api.spotify.com/v1/tracks/6UjfByV1lDLW0SOVQA4NAi,audio_features,spotify:track:6UjfByV1lDLW0SOVQA4NAi,0.15,Gyalchester,Drake,29
0,0.299,https://api.spotify.com/v1/audio-analysis/1oGdVdYjeQvojGKDddxLQQ,0.68,206013,0.429,1oGdVdYjeQvojGKDddxLQQ,0,1,0.195,-8.297,1,0.218,76.806,4,https://api.spotify.com/v1/tracks/1oGdVdYjeQvojGKDddxLQQ,audio_features,spotify:track:1oGdVdYjeQvojGKDddxLQQ,0.61,True Colors,The Weeknd,48
0,0.968,https://api.spotify.com/v1/audio-analysis/0QZ5yyl6B6utIWkxeBDxQN,0.441,208227,0.379,0QZ5yyl6B6utIWkxeBDxQN,0.262,2,0.639,-9.545,1,0.0449,174.118,3,https://api.spotify.com/v1/tracks/0QZ5yyl6B6utIWkxeBDxQN,audio_features,spotify:track:0QZ5yyl6B6utIWkxeBDxQN,0.107,The Night We Met,Lord Huron,84
0,0.13,https://api.spotify.com/v1/audio-analysis/6fujklziTHa8uoM5OQSfIo,0.794,291893,0.646,6fujklziTHa8uoM5OQSfIo,0,0,0.14,-6.235,1,0.0614,145.931,4,https://api.spotify.com/v1/tracks/6fujklziTHa8uoM5OQSfIo,audio_features,spotify:track:6fujklziTHa8uoM5OQSfIo,0.331,Black Beatles,Rae Sremmurd Featuring Gucci Mane,1
0,0.0617,https://api.spotify.com/v1/audio-analysis/0w3Q14i073jLoew1hgJkwD,0.594,205200,0.824,0w3Q14i073jLoew1hgJkwD,0,9,0.0861,-4.252,1,0.0458,116.005,4,https://api.spotify.com/v1/tracks/0w3Q14i073jLoew1hgJkwD,audio_features,spotify:track:0w3Q14i073jLoew1hgJkwD,0.666,The Dance,Lauren Duski,92
0,0.48,https://api.spotify.com/v1/audio-analysis/79NlESqzFSW0hdBWgls4FX,0.565,230269,0.381,79NlESqzFSW0hdBWgls4FX,0,10,0.109,-7.204,1,0.0302,73.483,4,https://api.spotify.com/v1/tracks/79NlESqzFSW0hdBWgls4FX,audio_features,spotify:track:79NlESqzFSW0hdBWgls4FX,0.318,Praying,Kesha,22
0,0.0188,https://api.spotify.com/v1/audio-analysis/7kJlTKjNZVT26iwiDUVhRm,0.654,178583,0.796,7kJlTKjNZVT26iwiDUVhRm,0,2,0.0948,-4.761,0,0.122,108.854,4,https://api.spotify.com/v1/tracks/7kJlTKjNZVT26iwiDUVhRm,audio_features,spotify:track:7kJlTKjNZVT26iwiDUVhRm,0.505,Blow Your Mind (Mwah),Dua Lipa,72
0,0.333,https://api.spotify.com/v1/audio-analysis/4VFE6ZNqa8jHAmbYICoAFg,0.439,183413,0.802,4VFE6ZNqa8jHAmbYICoAFg,0,7,0.377,-3.644,1,0.054,168.032,4,https://api.spotify.com/v1/tracks/4VFE6ZNqa8jHAmbYICoAFg,audio_features,spotify:track:4VFE6ZNqa8jHAmbYICoAFg,0.688,Me And Your Mama,Childish Gambino,68
0,0.069,https://api.spotify.com/v1/audio-analysis/2ANLarE8yHVsLWW21nj79M,0.843,163944,0.359,2ANLarE8yHVsLWW21nj79M,0,0,0.12,-7.417,1,0.461,81.987,4,https://api.spotify.com/v1/tracks/2ANLarE8yHVsLWW21nj79M,audio_features,spotify:track:2ANLarE8yHVsLWW21nj79M,0.156,You Was Right,Lil Uzi Vert,40
0,0.0164,https://api.spotify.com/v1/audio-analysis/4ipnJyDU3Lq15qBAYNqlqK,0.535,189440,0.678,4ipnJyDU3Lq15qBAYNqlqK,1.31e-05,11,0.128,-4.906,0,0.0998,102.681,4,https://api.spotify.com/v1/tracks/4ipnJyDU3Lq15qBAYNqlqK,audio_features,spotify:track:4ipnJyDU3Lq15qBAYNqlqK,0.279,Mi Gente,J Balvin & Willy William Featuring Beyonce,3
0,0.0808,https://api.spotify.com/v1/audio-analysis/34oB5r0lcN3fYWCs2uA1k5,0.695,211364,0.497,34oB5r0lcN3fYWCs2uA1k5,0,8,0.0852,-4.884,1,0.0362,99.972,4,https://api.spotify.com/v1/tracks/34oB5r0lcN3fYWCs2uA1k5,audio_features,spotify:track:34oB5r0lcN3fYWCs2uA1k5,0.538,The Cure,Lady Gaga,39
0,0.21,https://api.spotify.com/v1/audio-analysis/2VjtYe7gpfUi2OkGxR2O2z,0.767,211859,0.671,2VjtYe7gpfUi2OkGxR2O2z,1.12e-05,9,0.129,-6.416,0,0.142,128.072,4,https://api.spotify.com/v1/tracks/2VjtYe7gpfUi2OkGxR2O2z,audio_features,spotify:track:2VjtYe7gpfUi2OkGxR2O2z,0.474,Look What You Made Me Do,Taylor Swift,1
0,0.109,https://api.spotify.com/v1/audio-analysis/23L5CiUhw2jV1OIMwthR3S,0.501,195707,0.519,23L5CiUhw2jV1OIMwthR3S,0,4,0.454,-5.88,0,0.0409,133.99,4,https://api.spotify.com/v1/tracks/23L5CiUhw2jV1OIMwthR3S,audio_features,spotify:track:23L5CiUhw2jV1OIMwthR3S,0.157,In The Name Of Love,Martin Garrix & Bebe Rexha,24
0,0.196,https://api.spotify.com/v1/audio-analysis/0kN8xEmgMW9mh7UmDYHlJP,0.578,261240,0.574,0kN8xEmgMW9mh7UmDYHlJP,0,2,0.083,-6.209,1,0.0454,174.152,4,https://api.spotify.com/v1/tracks/0kN8xEmgMW9mh7UmDYHlJP,audio_features,spotify:track:0kN8xEmgMW9mh7UmDYHlJP,0.301,Versace On The Floor,Bruno Mars,33
0,0.158,https://api.spotify.com/v1/audio-analysis/2eniWYYid1tEDZZEai3xZr,0.548,248469,0.693,2eniWYYid1tEDZZEai3xZr,0,4,0.168,-6.458,0,0.0825,133.919,4,https://api.spotify.com/v1/tracks/2eniWYYid1tEDZZEai3xZr,audio_features,spotify:track:2eniWYYid1tEDZZEai3xZr,0.163,Jerika,Jake Paul & Erika Costell Featuring Uncle Kade,86
0,0.127,https://api.spotify.com/v1/audio-analysis/45iMRHmfLZu3yjdZ8P5e3t,0.672,202194,0.642,45iMRHmfLZu3yjdZ8P5e3t,0,5,0.137,-4.552,1,0.0461,123.984,4,https://api.spotify.com/v1/tracks/45iMRHmfLZu3yjdZ8P5e3t,audio_features,spotify:track:45iMRHmfLZu3yjdZ8P5e3t,0.659,Weak,AJR,73
0,0.0459,https://api.spotify.com/v1/audio-analysis/5O8x1YlmLQopQHErxtDfi9,0.778,190355,0.707,5O8x1YlmLQopQHErxtDfi9,0,4,0.111,-3.606,0,0.0746,126.684,4,https://api.spotify.com/v1/tracks/5O8x1YlmLQopQHErxtDfi9,audio_features,spotify:track:5O8x1YlmLQopQHErxtDfi9,0.458,UnFazed,Lil Uzi Vert Featuring The Weeknd,84
0,0.208,https://api.spotify.com/v1/audio-analysis/4n0xztUAbHPUV8G3NQvF30,0.501,192000,0.836,4n0xztUAbHPUV8G3NQvF30,0,11,0.152,-3.587,0,0.0491,159.863,4,https://api.spotify.com/v1/tracks/4n0xztUAbHPUV8G3NQvF30,audio_features,spotify:track:4n0xztUAbHPUV8G3NQvF30,0.627,How Not To,Dan + Shay,57
0,0.0533,https://api.spotify.com/v1/audio-analysis/1jYiIOC5d6soxkJP81fxq2,0.599,288877,0.667,1jYiIOC5d6soxkJP81fxq2,0,7,0.134,-4.267,1,0.0367,80.984,4,https://api.spotify.com/v1/tracks/1jYiIOC5d6soxkJP81fxq2,audio_features,spotify:track:1jYiIOC5d6soxkJP81fxq2,0.811,The One,The Chainsmokers,78
0,0.0463,https://api.spotify.com/v1/audio-analysis/0xl1w2q4VLojeXp4JfazPL,0.903,307593,0.432,0xl1w2q4VLojeXp4JfazPL,0,8,0.111,-11.885,1,0.426,139.028,4,https://api.spotify.com/v1/tracks/0xl1w2q4VLojeXp4JfazPL,audio_features,spotify:track:0xl1w2q4VLojeXp4JfazPL,0.557,Sacrifices,Drake Featuring 2 Chainz & Young Thug,70
0,0.111,https://api.spotify.com/v1/audio-analysis/0q75NwOoFiARAVp4EXU4Bs,0.795,275080,0.594,0q75NwOoFiARAVp4EXU4Bs,0,0,0.162,-6.2,1,0.0747,135.002,4,https://api.spotify.com/v1/tracks/0q75NwOoFiARAVp4EXU4Bs,audio_features,spotify:track:0q75NwOoFiARAVp4EXU4Bs,0.404,Love Galore,SZA Featuring Travis Scott,32
0,0.0576,https://api.spotify.com/v1/audio-analysis/4Q3N4Ct4zCuIHuZ65E3BD4,0.497,268187,0.489,4Q3N4Ct4zCuIHuZ65E3BD4,9.91e-05,11,0.122,-7.724,0,0.294,171.853,4,https://api.spotify.com/v1/tracks/4Q3N4Ct4zCuIHuZ65E3BD4,audio_features,spotify:track:4Q3N4Ct4zCuIHuZ65E3BD4,0.231,Tunnel Vision,Kodak Black,6
0,0.387,https://api.spotify.com/v1/audio-analysis/2H881m3JRA8lpuuwaQL6zy,0.614,169853,0.682,2H881m3JRA8lpuuwaQL6zy,0,11,0.134,-4.117,0,0.102,100.202,4,https://api.spotify.com/v1/tracks/2H881m3JRA8lpuuwaQL6zy,audio_features,spotify:track:2H881m3JRA8lpuuwaQL6zy,0.559,No Fear,DeJ Loaf,100
